empty_slots,free_bikes,station_id,latitude_x,longitude_x,name,timestamp,extra_ebikes,extra_has_ebikes,extra_last_updated,extra_payment,extra_payment-terminal,extra_rental_uris_android,extra_rental_uris_ios,extra_renting,extra_returning,extra_slots,extra_uid,extra_address,longitude_y,latitude_y,elevation,avg_venue_elev_100m,venue_id_count,max_venue_elev,min_venue_elev,average_elevation_delta,station_size,free_reg_bikes,ebike_use_ratio,venue_range,station_avg_uphill_yes
5,10,155125eff6270d14ae62b26c85f15ce3,37.3429973,-121.8888891,Julian St at 6th St,2023-08-22T02:33:57.328000Z,0,True,1692671519,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,0d48fc9e-6798-46f0-bbb6-67a168800e0b,,-121.8888891,37.3429973,22.610900879,22.92496109,1.0,22.92496109,22.92496109,-0.31406021100000103,15,10,0.0,0.0,0
6,16,2bef6d41ec5018bb81726f3e1f59d344,37.3322326,-121.9125165,Julian St at The Alameda,2023-08-22T02:33:57.420000Z,0,True,1692671505,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,2c7560e6-62c6-4403-8b97-8016471948b5,,-121.9125165,37.3322326,29.56158638,29.781695774571425,7.0,30.280857086,29.382038116,-0.22010939457142342,22,16,0.0,0.8988189700000007,0
18,4,98374aab7a1553d232630758717d87a7,37.3319323,-121.9048882,The Alameda at Bush St,2023-08-22T02:33:57.191000Z,2,True,1692671536,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,d28bb0a7-8dc5-49be-86c7-9a3395eed019,,-121.9048882,37.3319323,26.77831459,27.002588272,3.0,27.181442261,26.727045059,-0.22427368199999975,22,2,1.0,0.4543972019999991,0
7,8,ead93e0002db0611076fb2d63f76ce05,37.3391456,-121.8841054,Santa Clara St at 7th St,2023-08-22T02:33:57.384000Z,0,True,1692671469,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,7ae6ad74-9212-4a2b-bb52-aba03cb533e2,,-121.8841054,37.3391456,24.725326538,24.9931728362,5.0,25.07068634,24.914178848,-0.2678462981999985,15,8,0.0,0.1565074920000029,0
22,0,3b360d106be2aeada021d0498be74fd5,37.32086614588923,-121.87627851963045,3rd St at Keyes St,2023-08-22T02:33:57.207000Z,0,True,1692671554,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,a7677436-088f-4c4f-82b9-e769e479ddf1,,-121.87627851963045,37.32086614588923,32.39868927,32.4995765685,2.0,32.690631866,32.308521271,-0.10088729849999822,22,0,,0.38211059500000033,0
1,18,62e21ee5590d59c9e7d740bf16a06bd3,37.7630152,-122.4264968,17th St at Dolores St,2023-08-22T02:33:57.131000Z,3,True,1692670993,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,0,0,23,3ccf483a-ed9f-4327-bf9b-d72b4170ebfc,,-122.4264968,37.7630152,22.705457687,22.101961135499998,2.0,22.765457153,21.438465118,0.603496551500001,19,15,0.2,1.326992035,1
18,16,2b14980ea8a5986da568e3711ef9cf95,37.76704457969368,-122.39083349704742,4th St at 16th St,2023-08-22T02:33:57.388000Z,12,True,1692671565,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,34,482f48f4-7ed6-4e69-a778-a2aba0f39c80,,-122.39083349704742,37.76704457969368,4.385452747,4.9022703175,2.0,4.923398972,4.881141663,-0.5168175704999998,34,4,3.0,0.04225730900000002,0
22,12,147b91431e228c6275b040c2cd4d05aa,37.78383,-122.39887,Folsom St at 3rd St,2023-08-22T02:33:57.134000Z,2,True,1692671556,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,35,a81b1594-ce38-4374-b256-3f183c8e12bc,,-122.39887,37.78383,8.225143433,10.420408725666668,9.0,15.54742527,7.937962055,-2.1952652926666687,34,10,0.2,7.609463215,0
17,6,2e148870409210e664005a58263b186a,37.32911866814779,-121.90457582473756,Cahill Park,2023-08-22T02:33:57.255000Z,3,True,1692671460,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,28988488-fb74-4bbc-9e69-613698b2dd8c,,-121.90457582473756,37.32911866814779,28.902587891,28.902587891,0.0,28.902587891,28.902587891,0.0,23,3,1.0,0.0,1
5,7,3cfc266f34c8daf3fa59119deca078ea,37.7316566899845,-122.45112150907516,Gennessee St at Monterey Blvd,2023-08-22T02:33:57.161000Z,7,True,1692671456,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,13,d09b983e-bbce-4501-9e3c-7dc0fe605ff3,,-122.45112150907516,37.7316566899845,111.114974976,108.96017964666667,3.0,109.937431335,107.421310425,2.154795329333325,12,0,inf,2.516120909999998,1
25,1,b1385ff2e23b82e61c668a9fc8275142,37.80000163118878,-122.26643800735472,Jackson St at 11th St,2023-08-22T02:33:57.560000Z,0,True,1692671478,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,27,2dbb5c93-f749-47b9-bcad-ce6c3b26ba35,,-122.26643800735472,37.80000163118878,11.58915329,11.777887821250001,4.0,11.843471527,11.719335556,-0.18873453125000061,26,1,0.0,0.1241359709999994,0
22,5,0dea2fc1c8cc19369db493d2278fbbbc,37.80696976095594,-122.26658821105956,Webster St at 19th St,2023-08-22T02:33:57.183000Z,0,True,1692671566,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,27,3e04af83-e5cb-4472-95b5-1fc9caefa6fb,,-122.26658821105956,37.80696976095594,8.205194473,8.61827393942857,14.0,10.428710938,6.760706902,-0.4130794664285702,27,5,0.0,3.668004036,0
13,9,28754859653e0a656ba53e1fa0ea21db,37.80477,-122.403234,The Embarcadero at Sansome St,2023-08-22T02:33:57.455000Z,2,True,1692671493,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,23a2bad4-3ea1-4545-87eb-acbee3efccfc,,-122.403234,37.80477,3.320708513,3.320708513,0.0,3.320708513,3.320708513,0.0,22,7,0.2857142857142857,0.0,1
22,1,eb9c95aaf839b9c7e8b18e68288862a3,37.771762110313176,-122.39843755960464,Berry St at King St,2023-08-22T02:33:57.484000Z,0,True,1692666749,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,0,0,23,afa2db8d-61bb-461a-8019-d5cd2aa1ec25,,-122.39843755960464,37.771762110313176,2.829101801,3.716335058,1.0,3.716335058,3.716335058,-0.8872332569999997,23,1,0.0,0.0,0
21,5,d057730bd39a7e2c920ff32d19393eb6,37.771058,-122.402717,Townsend St at 7th St,2023-08-22T02:33:57.053000Z,0,True,1692671542,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,27,e4e5d6b1-a335-41a9-8efe-4c4d9294d6e2,,-122.402717,37.771058,3.649674177,3.6963082724285714,7.0,4.112062931,3.458502531,-0.04663409542857133,26,5,0.0,0.6535603999999995,0
10,12,bafbf8c2ef10271c489e9ab99dc9bd21,37.772300631747626,-122.3930275440216,Mission Bay Kids Park,2023-08-22T02:33:57.334000Z,3,True,1692671472,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,24,42952b44-cb91-43dd-bdbd-34e4f2a39046,,-122.3930275440216,37.772300631747626,3.416485786,2.7164549030000003,3.0,3.119374275,2.135391712,0.7000308829999997,22,9,0.3333333333333333,0.9839825630000001,1
6,18,2c505c45b2e849f1523a243b73a34daf,37.7662185,-122.4310597,Sanchez St at 15th St,2023-08-22T02:33:57.431000Z,17,True,1692671493,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,27,0c9cb910-8442-4df6-a997-704d817583ab,,-122.4310597,37.7662185,38.665119171,38.013800303000004,3.0,39.876522064,35.699760437,0.651318867999997,24,1,17.0,4.176761626999998,1
9,14,840924c8e286486604f62ef9c02ef185,37.8717192,-122.2730677,MLK Jr Way at University Ave,2023-08-22T02:33:57.498000Z,0,True,1692671527,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,3d923c3c-46ea-4a46-84b7-e95916cdb0bd,,-122.2730677,37.8717192,51.242286682,51.76066207899999,6.0,52.887947083,50.524932861,-0.5183753969999927,23,14,0.0,2.3630142219999968,0
16,3,9aabe0cff5a5e7c6b014dd2c163f1ebc,37.778058,-122.2254,Farnam St at Fruitvale Ave,2023-08-22T02:33:57.380000Z,0,True,1692671486,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,51c15f4f-80bb-4c55-9675-70c184bb4318,,-122.2254,37.778058,14.328046799,14.3022033145,14.0,15.657051086,13.137918472,0.025843484499999292,19,3,0.0,2.5191326139999983,1
8,11,6990760eb8be3fa93313672d7be369e6,37.8072393,-122.2893702,Union St at 10th St,2023-08-22T02:33:57.113000Z,0,True,1692671548,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,e0c59a44-7e14-43bd-99e2-a294b3fc0951,,-122.2893702,37.8072393,6.800687313,6.800687313,0.0,6.800687313,6.800687313,0.0,19,11,0.0,0.0,1
10,4,55f0ed0965a5a80f451700832338cd49,37.7752321,-122.2244982,Fruitvale BART Station,2023-08-22T02:33:57.321000Z,0,True,1692671519,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,cf1d4581-61da-4ade-97d5-2f856cdb0aad,,-122.2244982,37.7752321,10.925049782,12.224011739111113,9.0,12.937093735,11.595176697,-1.2989619571111124,14,4,0.0,1.341917038,0
4,15,726e22d3f8e5b2f3b21230c49aa676c8,37.80874983465997,-122.28328227996823,14th St at Filbert St,2023-08-22T02:33:57.245000Z,0,True,1692671513,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,ac5e3053-b3f5-4396-9114-7650b67c7090,,-122.28328227996823,37.80874983465997,7.090245724,7.090245724,0.0,7.090245724,7.090245724,0.0,19,15,0.0,0.0,1
12,5,bd6bf51c4defa1eba0c9bdbc8478b3ce,37.8061628,-122.2760402,MLK Jr Way at 14th St,2023-08-22T02:33:57.523000Z,0,True,1692671568,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,18,e4921f52-7a6c-4baa-b057-ddc7051980ca,,-122.2760402,37.8061628,11.290197372,11.586841583,4.0,11.892241478,11.2943964,-0.29664421100000027,17,5,0.0,0.5978450780000006,0
9,7,c0c37f106fa8f27da58b777b7681f9a8,37.7440667,-122.4214722,29th St at Tiffany Ave,2023-08-22T02:33:57.400000Z,3,True,1692671534,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,86e91819-05c0-4150-ab16-83d8480dc7f4,,-122.4214722,37.7440667,30.256340027,31.211810217888893,9.0,33.181545258,29.704711914,-0.9554701908888923,16,4,0.75,3.476833343999999,0
1,12,446009f5d7c3932df1a0215e04df9891,37.7472996,-122.4114029,Precita Park,2023-08-22T02:33:57.421000Z,6,True,1692671560,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,615bca10-5b2a-4b7e-876c-04c4d3d9e360,,-122.4114029,37.7472996,15.342240334,14.517997265,2.0,14.98384285,14.05215168,0.8242430689999996,13,6,1.0,0.9316911700000006,1
6,9,caee8a5f24d36ec088093ba35c67492d,37.7436839,-122.4268059,29th St at Church St,2023-08-22T02:33:57.560000Z,4,True,1692671527,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,0fc2ae3f-b5ac-493b-bd93-8300b601f9db,,-122.4268059,37.7436839,39.370697021,39.71498216914286,7.0,39.918388367,39.463272095,-0.34428514814285904,15,5,0.8,0.45511627199999793,0
1,13,bafd382d63b84005dec3dcfc5a326e98,37.745738796183325,-122.42214024066924,Guerrero Park,2023-08-22T02:33:57.167000Z,5,True,1692671494,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,aacc087a-f075-4682-a0df-be4c30c4a632,,-122.42214024066924,37.745738796183325,29.613550186,30.523246765,1.0,30.523246765,30.523246765,-0.9096965789999985,14,8,0.625,0.0,0
1,14,d63f2433c8e67e0db4df7a87e5fb38e3,37.7478584,-122.4249863,Cesar Chavez St at Dolores St,2023-08-22T02:33:57.551000Z,10,True,1692671552,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,9202aa09-26ee-4220-9281-c66b7bbe7b38,,-122.4249863,37.7478584,39.17918396,39.17918396,0.0,39.17918396,39.17918396,0.0,15,4,2.5,0.0,1
7,16,5a3ef6c03f1ce19c588c078270170a18,37.8297046,-122.2876102,Horton St at 40th St,2023-08-22T02:33:57.205000Z,0,True,1692671536,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,8f409200-2adf-4b2d-b675-6befa5adc6e3,,-122.2876102,37.8297046,4.968492508,5.210307598,1.0,5.210307598,5.210307598,-0.24181509000000023,23,16,0.0,0.0,0
15,8,7e709245031d51963a79004362950401,37.8312752,-122.2856333,Emeryville Town Hall,2023-08-22T02:33:57.069000Z,0,True,1692671558,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,47f5b0d6-a2db-482c-9680-10759094c4a4,,-122.2856333,37.8312752,6.948808193,6.689230442,1.0,6.689230442,6.689230442,0.25957775099999925,23,8,0.0,0.0,1
8,14,ad0fd1e1100453a35d7ce5e5d95e4779,37.7552126,-122.4209752,Valencia St at 22nd St,2023-08-22T02:33:57.045000Z,9,True,1692671481,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,22,759c388e-ab9b-40c2-ae96-ee5190264916,,-122.4209752,37.7552126,25.044839859,25.345548629666666,9.0,26.575649261,24.277898788,-0.3007087706666667,22,5,1.8,2.297750472999997,0
8,11,d54612ee1577923ef1aef60393aa07c7,37.7518194,-122.4266139,24th St at Chattanooga St,2023-08-22T02:33:57.375000Z,4,True,1692671563,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,2ed84bed-e42a-4f0d-a059-78a709748616,,-122.4266139,37.7518194,54.319660187,53.3803062435,2.0,53.494941711,53.265670776,0.9393539434999951,19,7,0.5714285714285714,0.2292709350000024,1
10,12,689893116ddb1b8dfab61c092330b00a,37.7524278,-122.4206278,Valencia St at 24th St,2023-08-22T02:33:57.555000Z,6,True,1692671453,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,3437ead2-e5e0-4e1c-86cf-d925a96b2260,,-122.4206278,37.7524278,26.842788696,27.135783195500004,4.0,27.609529495,26.81036377,-0.2929944995000042,22,6,1.0,0.7991657250000017,0
5,13,96bae776dd2cf75e6ed06895761636af,37.7509004,-122.4274114,Jersey St at Church St,2023-08-22T02:33:57.257000Z,9,True,1692671520,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,673c88d0-961a-45ff-b394-ac9a33e58d55,,-122.4274114,37.7509004,49.264385223,53.3803062435,2.0,53.494941711,53.265670776,-4.115921020500004,18,4,2.25,0.2292709350000024,0
12,10,22e24861b62c61aa3c99d47cd90095ce,37.78729,-122.39438,1st St at Folsom St,2023-08-22T02:33:57.388000Z,8,True,1692671473,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,a40fc1eb-e8e9-4d41-8f77-71365f0d9064,,-122.39438,37.78729,12.758983612,12.847321192333334,3.0,17.76968956,9.907464981,-0.08833758033333439,22,2,4.0,7.862224578999999,0
13,9,a536696bbab818af37342ac705d5b467,37.7913,-122.399051,Mechanics Monument Plaza (Market St at Bush St),2023-08-22T02:33:57.508000Z,0,True,1692671481,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,cf56994c-cdd6-4586-9f56-eea2f51e81ae,,-122.399051,37.7913,4.752612114,4.986238030941175,17.0,8.690080643,4.101408005,-0.2336259169411754,22,9,0.0,4.588672638,0
17,10,cbe0501b53945e1a590ff4484798e0e6,37.7824046019341,-122.43944585323337,O'Farrell St at Divisadero St,2023-08-22T02:33:57.288000Z,2,True,1692671475,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,27,3144f47a-86f7-40f6-9ff0-5c8120babf6a,,-122.43944585323337,37.7824046019341,49.300006866,49.300006866,0.0,49.300006866,49.300006866,0.0,27,8,0.25,0.0,1
